GRP,WBEING,HRS,LEAD
84.0,4.2777777778,9.0,4.3333333333
84.0,2.4444444444,8.0,2.8181818182
84.0,4.5,10.0,4.0
84.0,3.5,11.0,2.7272727273
84.0,2.6666666667,10.0,2.8333333333
84.0,1.3333333333,9.0,2.4545454545
84.0,2.4705882353,11.0,2.9090909091
84.0,3.6666666667,8.0,3.6363636364
84.0,3.1666666667,13.0,2.8333333333
84.0,1.6111111111,10.0,3.6363636364
84.0,4.2222222222,10.0,4.5
84.0,0.7222222222,8.0,1.2727272727
84.0,2.3888888889,8.0,3.1666666667
84.0,2.7777777778,14.0,2.9090909091
84.0,3.8888888889,14.0,3.3636363636
84.0,0.8333333333,10.0,1.0
84.0,4.1111111111,14.0,3.6363636364
84.0,2.8333333333,13.0,3.1
84.0,2.0,15.0,3.0
84.0,2.9444444444,12.0,2.9090909091
84.0,2.7222222222,12.0,1.8181818182
84.0,2.1111111111,9.0,2.8181818182
84.0,2.2222222222,9.0,2.6363636364
84.0,3.8333333333,11.0,4.1666666667
84.0,3.1666666667,12.0,3.4
84.0,3.5,8.0,2.4545454545
84.0,2.0,8.0,2.6363636364
84.0,2.0,10.0,2.1818181818
84.0,3.5555555556,8.0,3.4545454545
84.0,2.2777777778,11.0,1.4545454545
84.0,3.5294117647,11.0,3.2727272727
84.0,4.1111111111,8.0,3.1818181818
84.0,3.7777777778,9.0,2.3333333333
84.0,2.2222222222,12.0,2.2727272727
84.0,1.9444444444,13.0,3.0
84.0,2.9444444444,11.0,2.1818181818
84.0,4.3888888889,11.0,3.0
84.0,4.2222222222,8.0,3.7272727273
84.0,3.6111111111,10.0,3.1818181818
84.0,3.4444444444,10.0,2.5454545455
84.0,1.9444444444,12.0,2.9090909091
84.0,3.3888888889,11.0,1.4545454545
84.0,4.8888888889,13.0,1.9090909091
84.0,2.4444444444,11.0,1.8333333333
84.0,3.2222222222,10.0,2.0909090909
84.0,4.1666666667,10.0,3.5454545455
84.0,3.2777777778,12.0,2.1818181818
84.0,1.2222222222,15.0,2.6666666667
84.0,3.3888888889,11.0,4.0909090909
84.0,3.3333333333,11.0,3.7272727273
84.0,3.3333333333,10.0,2.6363636364
84.0,3.9444444444,8.0,3.0
84.0,4.0555555556,13.0,3.2727272727
84.0,3.4444444444,12.0,2.6363636364
84.0,2.1111111111,9.0,3.6666666667
84.0,4.0555555556,11.0,4.0909090909
84.0,2.2222222222,13.0,1.6363636364
84.0,3.0,10.0,2.2727272727
84.0,3.0555555556,11.0,3.2727272727
84.0,3.5555555556,9.0,3.4545454545
84.0,1.9444444444,8.0,2.6363636364
84.0,2.2777777778,12.0,1.3636363636
84.0,4.8333333333,12.0,2.2727272727
84.0,2.5555555556,12.0,2.1818181818
84.0,2.7222222222,9.0,3.8181818182
84.0,2.5,13.0,2.2727272727
84.0,2.6666666667,12.0,2.1818181818
84.0,2.7222222222,13.0,2.8181818182
84.0,2.7777777778,11.0,3.0909090909
84.0,3.3333333333,9.0,3.7272727273
84.0,3.0555555556,8.0,3.0909090909
84.0,2.7222222222,11.0,2.3636363636
84.0,0.0555555556,10.0,1.8181818182
84.0,3.0,12.0,1.6363636364
84.0,2.8888888889,9.0,2.9090909091
84.0,2.1111111111,13.0,1.9090909091
84.0,1.7777777778,10.0,1.9090909091
84.0,3.0555555556,9.0,2.9090909091
84.0,3.2222222222,12.0,3.3333333333
84.0,4.1666666667,8.0,2.1818181818
84.0,2.5,8.0,3.1666666667
84.0,3.9444444444,8.0,3.0909090909
84.0,2.5555555556,10.0,2.6363636364
84.0,2.0,12.0,2.8333333333
84.0,4.3333333333,12.0,3.1818181818
84.0,2.2777777778,11.0,1.4545454545
84.0,3.6666666667,12.0,3.3
84.0,3.3888888889,9.0,3.6363636364
84.0,4.1111111111,10.0,2.8333333333
84.0,1.8888888889,8.0,2.8181818182
84.0,3.7222222222,15.0,2.3636363636
84.0,2.7222222222,12.0,1.4545454545
84.0,2.5,10.0,1.7272727273
84.0,4.1666666667,10.0,3.3636363636
84.0,1.7777777778,12.0,3.0
84.0,3.7222222222,10.0,3.6666666667
84.0,3.9444444444,8.0,3.6666666667
84.0,3.2777777778,13.0,3.0
84.0,2.5555555556,8.0,3.1666666667
84.0,3.7777777778,12.0,4.0
84.0,0.9444444444,9.0,3.0909090909
84.0,3.8333333333,5.0,2.8181818182
84.0,3.0,11.0,3.8333333333
84.0,3.1666666667,10.0,2.4545454545
84.0,1.9444444444,12.0,2.0909090909
84.0,2.2777777778,12.0,2.1818181818
84.0,4.2777777778,8.0,3.0
84.0,2.5,11.0,2.0
84.0,2.2777777778,12.0,3.1818181818
84.0,2.6111111111,13.0,2.9090909091
84.0,3.6666666667,12.0,2.1666666667
84.0,2.1111111111,9.0,2.1818181818
84.0,3.3333333333,8.0,3.0
84.0,3.8823529412,12.0,3.6363636364
84.0,3.3333333333,11.0,2.4545454545
84.0,3.7777777778,12.0,2.0909090909
84.0,2.6666666667,8.0,3.6363636364
84.0,3.1666666667,8.0,2.7272727273
84.0,2.1111111111,14.0,2.8181818182
84.0,1.5,12.0,2.6363636364
84.0,2.1111111111,8.0,2.1818181818
84.0,3.7222222222,8.0,3.0
84.0,3.8888888889,10.0,3.8333333333
84.0,3.1666666667,13.0,3.0
84.0,4.5555555556,13.0,2.6666666667
84.0,3.0555555556,10.0,2.7272727273
84.0,3.4444444444,12.0,3.8181818182
84.0,1.0,11.0,2.9090909091
84.0,2.6111111111,11.0,2.5454545455
84.0,3.3888888889,11.0,2.6363636364
84.0,2.6666666667,11.0,3.5555555556
84.0,2.3333333333,12.0,2.1818181818
84.0,3.7777777778,12.0,3.6666666667
84.0,4.4444444444,12.0,4.1818181818
84.0,1.5,14.0,1.8181818182
84.0,2.1111111111,13.0,2.6363636364
84.0,1.8888888889,12.0,2.7272727273
84.0,4.1111111111,6.0,4.0
84.0,3.7647058824,7.0,2.5454545455
84.0,3.0,10.0,2.8333333333
84.0,4.1111111111,10.0,3.1818181818
84.0,0.9444444444,11.0,2.8181818182
84.0,1.0555555556,10.0,1.8181818182
84.0,4.2222222222,9.0,2.6363636364
85.0,1.8888888889,15.0,1.4285714286
85.0,2.1111111111,15.0,2.0
85.0,1.0555555556,12.0,1.9090909091
85.0,2.7222222222,12.0,2.3636363636
85.0,3.5555555556,12.0,2.4545454545
85.0,4.4444444444,12.0,3.7272727273
85.0,2.8888888889,8.0,3.0
85.0,0.1666666667,16.0,1.6666666667
85.0,3.2222222222,8.0,3.0909090909
85.0,1.6666666667,16.0,1.6363636364
85.0,2.1111111111,10.0,1.3636363636
85.0,3.5555555556,10.0,2.6363636364
85.0,2.6111111111,17.0,2.6363636364
85.0,2.1111111111,16.0,1.8333333333
85.0,2.8333333333,10.0,3.0
85.0,2.8333333333,14.0,2.2727272727
85.0,2.5,12.0,1.8
85.0,2.4444444444,12.0,2.8333333333
85.0,1.4117647059,11.0,2.2727272727
85.0,2.5,11.0,2.4545454545
85.0,2.3888888889,12.0,1.9090909091
85.0,1.6666666667,12.0,2.7272727273
85.0,2.4444444444,10.0,3.0909090909
85.0,3.8888888889,12.0,3.2727272727
85.0,1.7222222222,12.0,2.5454545455
85.0,3.7222222222,10.0,2.7272727273
85.0,3.0,12.0,2.7272727273
85.0,2.9444444444,11.0,2.2727272727
85.0,2.5555555556,12.0,2.6363636364
85.0,3.1111111111,9.0,1.9090909091
85.0,1.3333333333,10.0,1.8181818182
85.0,4.4444444444,10.0,2.0
85.0,2.2777777778,10.0,3.6363636364
85.0,2.7777777778,13.0,3.1818181818
85.0,4.1111111111,11.0,3.6363636364
85.0,1.9444444444,12.0,2.0
85.0,2.5555555556,12.0,2.3333333333
85.0,3.2222222222,12.0,2.7272727273
85.0,1.8888888889,12.0,1.4545454545
85.0,1.3888888889,12.0,2.0909090909
85.0,3.5,14.0,2.8181818182
85.0,4.4444444444,12.0,2.6666666667
85.0,3.8333333333,10.0,3.2727272727
85.0,3.7222222222,10.0,2.8181818182
85.0,3.2222222222,9.0,1.6363636364
85.0,2.3888888889,10.0,2.8181818182
85.0,4.1666666667,10.0,3.1818181818
85.0,1.8888888889,13.0,1.6363636364
85.0,1.8888888889,11.0,2.1818181818
85.0,2.6666666667,8.0,3.3333333333
85.0,2.6111111111,10.0,2.7272727273
85.0,2.2777777778,10.0,2.6666666667
85.0,2.4444444444,10.0,2.9090909091
85.0,2.5555555556,12.0,3.8333333333
85.0,3.6666666667,12.0,2.0909090909
85.0,1.5,12.0,1.5454545455
85.0,3.2777777778,12.0,1.4545454545
85.0,2.7222222222,11.0,3.1818181818
85.0,2.7222222222,10.0,3.2727272727
85.0,1.1666666667,10.0,1.1666666667
85.0,3.3333333333,12.0,1.0
85.0,2.7222222222,9.0,3.1818181818
85.0,3.1666666667,10.0,2.5
85.0,0.4444444444,14.0,2.4545454545
85.0,2.7777777778,10.0,3.0909090909
85.0,2.8888888889,10.0,2.6363636364
85.0,1.9444444444,10.0,1.0
85.0,3.0555555556,12.0,2.4545454545
85.0,2.6666666667,12.0,2.5454545455
85.0,3.3888888889,12.0,2.5
85.0,2.9444444444,13.0,1.0909090909
85.0,2.5,10.0,2.7272727273
85.0,3.1666666667,7.0,2.7272727273
85.0,2.7222222222,16.0,3.3333333333
85.0,1.7777777778,16.0,2.1666666667
85.0,4.0,15.0,2.8181818182
85.0,2.3333333333,12.0,2.5
85.0,1.6111111111,10.0,2.6363636364
85.0,3.2222222222,10.0,3.1666666667
85.0,1.7777777778,13.0,1.8181818182
85.0,3.2777777778,15.0,2.8333333333
85.0,2.7777777778,15.0,2.1818181818
85.0,3.6666666667,12.0,2.1818181818
85.0,2.7222222222,11.0,2.9090909091
85.0,2.3333333333,12.0,2.0
85.0,2.6111111111,11.0,2.9090909091
85.0,4.6111111111,8.0,4.5454545455
85.0,2.0555555556,12.0,1.7272727273
85.0,3.0,10.0,3.7272727273
85.0,2.7222222222,11.0,3.3636363636
85.0,3.1111111111,11.0,2.0
85.0,3.7222222222,11.0,2.5454545455
85.0,3.5555555556,7.0,2.7272727273
85.0,3.3888888889,12.0,2.6363636364
85.0,4.0,12.0,2.8333333333
85.0,2.8888888889,8.0,3.3636363636
85.0,1.4444444444,14.0,2.0
85.0,4.7222222222,12.0,5.0
85.0,1.6666666667,9.0,2.5714285714
85.0,2.6470588235,10.0,2.0909090909
85.0,3.75,10.0,2.4444444444
85.0,1.8333333333,13.0,1.4545454545
85.0,3.3888888889,10.0,2.5454545455
85.0,3.4444444444,10.0,3.3636363636
85.0,2.7222222222,12.0,2.0
85.0,2.1666666667,10.0,3.0
85.0,2.9444444444,10.0,3.3333333333
85.0,1.8333333333,13.0,1.5
85.0,2.8888888889,6.0,2.9090909091
85.0,2.6666666667,12.0,2.7272727273
85.0,1.6111111111,14.0,2.3333333333
85.0,2.4444444444,12.0,2.6363636364
85.0,2.6666666667,13.0,3.3333333333
85.0,2.6111111111,12.0,3.0909090909
85.0,2.2777777778,12.0,3.5
85.0,3.5555555556,10.0,4.2727272727
85.0,1.9444444444,13.0,1.2727272727
85.0,1.3888888889,15.0,2.1666666667
85.0,3.9444444444,15.0,2.3636363636
85.0,2.0555555556,11.0,1.9090909091
85.0,1.4444444444,10.0,1.4545454545
85.0,2.7777777778,8.0,1.5
85.0,3.1111111111,10.0,2.1818181818
85.0,1.7777777778,10.0,2.2727272727
85.0,3.1111111111,9.0,3.1666666667
85.0,2.1666666667,12.0,2.3333333333
85.0,2.5555555556,12.0,3.8181818182
85.0,1.9444444444,12.0,4.2727272727
85.0,2.4444444444,11.0,1.7272727273
85.0,4.2777777778,12.0,3.6363636364
85.0,3.1666666667,9.0,3.0909090909
85.0,1.1111111111,13.0,2.0
85.0,4.6666666667,9.0,3.2727272727
85.0,3.9444444444,9.0,2.5454545455
85.0,1.5555555556,8.0,1.0
85.0,2.7222222222,10.0,2.5454545455
85.0,2.0555555556,15.0,2.0909090909
85.0,1.0,14.0,3.3333333333
85.0,2.9444444444,11.0,3.0
85.0,3.1666666667,12.0,2.9090909091
85.0,1.9444444444,12.0,2.3636363636
85.0,2.0555555556,11.0,2.3333333333
85.0,3.0,10.0,2.4545454545
85.0,3.7222222222,10.0,3.8181818182
85.0,3.1111111111,12.0,2.0909090909
85.0,1.8333333333,11.0,1.2727272727
85.0,2.2777777778,12.0,2.0
85.0,1.0,12.0,3.0909090909
85.0,2.8333333333,13.0,2.8333333333
85.0,2.8888888889,12.0,1.8181818182
85.0,2.8888888889,12.0,2.9090909091
85.0,2.6666666667,11.0,2.9090909091
85.0,2.7058823529,11.0,2.8333333333
85.0,2.4444444444,9.0,2.3636363636
85.0,3.0555555556,12.0,1.2727272727
85.0,2.6666666667,12.0,3.2727272727
85.0,3.1111111111,14.0,1.4545454545
85.0,3.1666666667,12.0,1.8333333333
85.0,2.8888888889,12.0,3.3333333333
85.0,4.2777777778,8.0,2.1666666667
86.0,2.7222222222,9.0,2.0
86.0,3.0,6.0,2.6666666667
86.0,3.8333333333,8.0,2.3333333333
86.0,1.9444444444,16.0,1.3
86.0,3.0555555556,12.0,3.5
86.0,4.1111111111,13.0,2.6363636364
86.0,2.8888888889,9.0,2.7272727273
86.0,2.2777777778,9.0,2.2727272727
86.0,2.4444444444,12.0,2.0
86.0,3.3333333333,10.0,2.5714285714
86.0,2.2777777778,10.0,3.1818181818
86.0,3.0,12.0,2.8181818182
86.0,4.5,10.0,3.4545454545
86.0,4.0,10.0,2.9090909091
86.0,3.5,12.0,3.4545454545
86.0,3.2222222222,13.0,2.5
86.0,3.5555555556,11.0,3.3636363636
86.0,3.0,9.0,3.0
86.0,3.6666666667,8.0,3.6666666667
86.0,3.5,11.0,2.6363636364
86.0,3.3888888889,12.0,3.4545454545
86.0,3.4444444444,10.0,3.0
86.0,3.1111111111,10.0,3.4545454545
86.0,1.8888888889,10.0,2.6363636364
86.0,3.3888888889,9.0,3.0
86.0,2.5555555556,10.0,2.0
86.0,3.1111111111,10.0,2.8181818182
86.0,2.8333333333,8.0,3.0909090909
86.0,2.8888888889,8.0,3.6363636364
86.0,4.0555555556,8.0,3.4545454545
86.0,3.1111111111,9.0,3.0
86.0,2.7777777778,9.0,3.3636363636
86.0,2.7222222222,9.0,3.0909090909
86.0,1.8333333333,8.0,2.9090909091
86.0,4.7222222222,8.0,3.3636363636
86.0,4.4444444444,9.0,3.3636363636
86.0,3.5,11.0,2.5
86.0,3.2222222222,10.0,2.8181818182
86.0,2.3333333333,9.0,3.8333333333
86.0,3.9444444444,10.0,3.0909090909
86.0,3.6666666667,13.0,3.2727272727
86.0,2.6111111111,10.0,3.1818181818
86.0,3.8333333333,11.0,2.7272727273
86.0,3.7777777778,7.0,3.3636363636
86.0,1.6111111111,11.0,3.4
86.0,3.0,10.0,2.8181818182
86.0,2.2222222222,12.0,2.5
86.0,2.3333333333,10.0,3.5
86.0,0.4444444444,16.0,1.5
86.0,3.5,9.0,3.2727272727
86.0,4.2222222222,9.0,3.8181818182
86.0,2.9444444444,12.0,3.2727272727
86.0,2.4444444444,11.0,2.3636363636
86.0,3.8333333333,10.0,3.0
86.0,1.4444444444,10.0,2.2727272727
86.0,2.4444444444,11.0,3.0909090909
86.0,2.0555555556,14.0,2.8333333333
86.0,2.0555555556,12.0,2.2727272727
86.0,2.3888888889,12.0,1.8181818182
86.0,2.8333333333,10.0,1.6363636364
86.0,3.6666666667,14.0,2.6363636364
86.0,3.9444444444,14.0,2.8181818182
86.0,2.5555555556,12.0,3.2727272727
86.0,0.6111111111,11.0,2.8181818182
86.0,1.1666666667,11.0,3.0
86.0,1.8888888889,14.0,2.9090909091
86.0,2.9444444444,12.0,1.1818181818
86.0,3.3888888889,9.0,2.6363636364
86.0,3.3333333333,7.0,2.7272727273
86.0,3.3888888889,8.0,2.0909090909
86.0,2.0,10.0,2.8181818182
86.0,2.8333333333,10.0,2.4545454545
86.0,3.6111111111,11.0,3.0
86.0,3.3888888889,7.0,3.1818181818
86.0,4.4444444444,11.0,2.3636363636
86.0,1.5,14.0,1.7272727273
86.0,2.2777777778,8.0,2.6363636364
86.0,2.2222222222,10.0,3.0
86.0,3.1111111111,10.0,2.8181818182
86.0,1.3333333333,12.0,3.0
86.0,1.3888888889,6.0,1.3636363636
86.0,0.5,2.0,1.5454545455
86.0,3.6666666667,7.0,3.4545454545
86.0,3.8333333333,12.0,2.0
86.0,2.2222222222,9.0,2.6666666667
86.0,2.1666666667,12.0,1.0
86.0,2.8333333333,9.0,3.3636363636
86.0,3.5555555556,6.0,3.6363636364
86.0,3.6666666667,10.0,3.2727272727
86.0,0.5555555556,19.0,2.0
86.0,3.4444444444,8.0,3.3636363636
86.0,1.0555555556,12.0,1.9090909091
86.0,3.0555555556,9.0,3.0
86.0,2.8333333333,14.0,2.5454545455
86.0,3.5555555556,11.0,2.8181818182
86.0,2.3333333333,7.0,3.0909090909
86.0,3.6666666667,12.0,3.0
86.0,4.2222222222,8.0,3.9090909091
86.0,3.9444444444,8.0,2.25
86.0,3.0555555556,13.0,2.8181818182
86.0,3.5,12.0,1.8181818182
86.0,2.2222222222,14.0,2.4545454545
86.0,2.2777777778,12.0,2.4545454545
86.0,3.9444444444,14.0,2.5
86.0,3.6111111111,11.0,2.3636363636
86.0,1.8333333333,9.0,1.8181818182
86.0,2.7777777778,8.0,2.8181818182
86.0,2.1111111111,10.0,1.7272727273
86.0,2.0,9.0,2.6363636364
86.0,2.7777777778,10.0,3.2727272727
86.0,4.3333333333,10.0,3.3636363636
86.0,0.6111111111,11.0,2.3636363636
86.0,3.6111111111,12.0,1.8181818182
86.0,2.3888888889,12.0,2.0
86.0,1.9444444444,12.0,2.0909090909
86.0,2.1111111111,12.0,2.5454545455
86.0,3.9444444444,14.0,2.8181818182
86.0,1.9444444444,12.0,2.8181818182
86.0,3.8888888889,11.0,3.1818181818
86.0,2.4444444444,13.0,2.6666666667
86.0,1.8333333333,12.0,2.4545454545
86.0,3.3888888889,12.0,2.6666666667
86.0,3.8333333333,9.0,3.0909090909
86.0,1.0,12.0,2.0909090909
86.0,3.0,12.0,2.3636363636
86.0,1.4444444444,12.0,2.6363636364
86.0,3.5,10.0,3.5
86.0,3.9444444444,13.0,2.5454545455
86.0,1.5,8.0,2.0
86.0,2.3888888889,8.0,2.9090909091
86.0,2.9444444444,9.0,2.9090909091
86.0,1.8888888889,11.0,2.2727272727
86.0,2.7777777778,14.0,3.5454545455
86.0,2.8333333333,14.0,3.5
86.0,3.5555555556,12.0,3.6363636364
86.0,3.1666666667,10.0,1.7272727273
86.0,2.6666666667,8.0,3.0
86.0,4.0,3.0,1.4545454545
86.0,2.7222222222,11.0,2.4545454545
86.0,3.2222222222,14.0,2.6363636364
86.0,4.0,10.0,2.6363636364
86.0,4.25,12.0,1.5
86.0,2.7222222222,12.0,1.9090909091
86.0,3.5555555556,8.0,3.7272727273
86.0,3.2222222222,14.0,3.2727272727
86.0,3.0,12.0,3.3636363636
86.0,1.8333333333,14.0,2.1818181818
86.0,1.7222222222,13.0,2.0909090909
86.0,3.0,12.0,2.9090909091
86.0,1.2222222222,17.0,2.3333333333
86.0,3.4444444444,10.0,3.1818181818
86.0,2.7777777778,12.0,3.3636363636
86.0,2.3888888889,10.0,2.7272727273
86.0,3.1666666667,11.0,1.4545454545
86.0,4.2222222222,8.0,2.3636363636
86.0,3.9444444444,8.0,2.7272727273
86.0,3.8333333333,12.0,2.4545454545
86.0,3.8333333333,11.0,3.1818181818
86.0,3.3888888889,11.0,2.3636363636
86.0,3.8333333333,8.0,3.1818181818
86.0,4.4705882353,8.0,3.0909090909
86.0,3.1111111111,8.0,3.0
86.0,4.2222222222,10.0,2.2727272727
86.0,3.6111111111,8.0,3.0
86.0,3.9444444444,8.0,3.1818181818
86.0,3.6111111111,10.0,3.0909090909
86.0,1.8888888889,12.0,3.3333333333
86.0,2.1111111111,12.0,2.6666666667
86.0,4.0,8.0,2.8181818182
86.0,3.9444444444,8.0,3.1818181818
86.0,3.9444444444,12.0,1.6363636364
86.0,2.6666666667,6.0,2.7272727273
86.0,4.0,4.0,2.0909090909
86.0,3.6111111111,12.0,3.7
86.0,3.0,9.0,2.9090909091
86.0,3.6111111111,11.0,2.9090909091
86.0,3.5555555556,8.0,3.0
86.0,1.2222222222,12.0,2.0909090909
86.0,3.8888888889,10.0,2.6363636364
86.0,2.2222222222,6.0,2.6666666667
86.0,2.9444444444,8.0,2.5454545455
86.0,3.6111111111,6.0,3.1818181818
86.0,3.8333333333,5.0,3.5
86.0,2.2777777778,18.0,1.4545454545
86.0,3.6666666667,11.0,3.6363636364
86.0,2.7777777778,12.0,2.7272727273
86.0,3.0,8.0,2.9090909091
86.0,2.9444444444,8.0,4.0
86.0,3.0,12.0,3.6363636364
86.0,3.7222222222,12.0,3.3636363636
86.0,3.0555555556,9.0,3.1818181818
86.0,2.2941176471,8.0,3.1818181818
86.0,1.6666666667,10.0,1.8333333333
86.0,3.6666666667,7.0,3.5454545455
86.0,2.8333333333,8.0,3.2727272727
86.0,3.1111111111,10.0,3.3333333333
86.0,2.8888888889,11.0,1.6666666667
86.0,2.6153846154,11.0,3.1666666667
86.0,2.0555555556,4.0,2.2727272727
86.0,3.2222222222,10.0,3.0
86.0,2.7222222222,10.0,1.8181818182
86.0,4.0555555556,12.0,3.0909090909
86.0,3.8888888889,7.0,3.6363636364
86.0,3.6111111111,7.0,3.4545454545
86.0,2.7222222222,12.0,1.2727272727
86.0,3.8333333333,8.0,3.7272727273
86.0,2.8333333333,8.0,2.8181818182
86.0,1.2222222222,8.0,3.0909090909
86.0,3.0,9.0,3.0
86.0,3.6111111111,8.0,3.3636363636
86.0,2.9444444444,8.0,4.0909090909
86.0,3.7777777778,12.0,3.3333333333
86.0,3.1666666667,12.0,3.0
86.0,1.6666666667,12.0,2.5454545455
86.0,2.7777777778,12.0,2.9090909091
86.0,1.3888888889,11.0,2.9090909091
86.0,2.5555555556,12.0,3.1818181818
86.0,3.0,12.0,3.1666666667
86.0,1.6666666667,12.0,1.1818181818
86.0,2.6111111111,10.0,3.2727272727
87.0,1.8888888889,12.0,1.5454545455
87.0,4.7222222222,13.0,3.5
87.0,2.5555555556,10.0,2.1818181818
87.0,2.8888888889,12.0,2.8181818182
87.0,2.6111111111,10.0,2.1818181818
87.0,2.6666666667,8.0,3.0
87.0,2.2777777778,10.0,3.3333333333
87.0,3.7058823529,16.0,3.0
87.0,2.2222222222,9.0,1.2727272727
87.0,2.5555555556,8.0,2.1818181818
87.0,4.2777777778,9.0,3.0
87.0,2.3888888889,11.0,3.6363636364
87.0,2.8333333333,12.0,1.0909090909
87.0,3.2777777778,10.0,3.4545454545
87.0,3.0,17.0,3.3636363636
87.0,2.7777777778,11.0,3.0
87.0,2.1111111111,12.0,1.1818181818
87.0,2.2222222222,13.0,1.9090909091
87.0,3.1666666667,10.0,2.7272727273
87.0,2.5555555556,12.0,2.8181818182
87.0,3.1666666667,12.0,2.3636363636
87.0,1.8888888889,10.0,3.0
87.0,3.9444444444,9.0,3.3636363636
87.0,3.2777777778,10.0,2.3
87.0,2.3888888889,10.0,2.0
87.0,2.0,8.0,1.8181818182
87.0,2.6111111111,11.0,2.9090909091
87.0,3.6111111111,11.0,3.1818181818
87.0,3.2222222222,11.0,3.0909090909
87.0,2.0555555556,12.0,2.1818181818
87.0,3.3888888889,13.0,2.9090909091
87.0,2.3333333333,8.0,2.9
87.0,3.8888888889,12.0,3.3333333333
87.0,2.9444444444,12.0,2.4545454545
87.0,2.7777777778,12.0,2.7272727273
87.0,2.5,12.0,2.1818181818
87.0,4.8888888889,11.0,3.9090909091
87.0,2.9444444444,13.0,1.8181818182
87.0,0.7222222222,11.0,3.6363636364
87.0,3.1666666667,18.0,1.2727272727
87.0,2.1111111111,9.0,2.0
87.0,2.7777777778,13.0,3.1666666667
87.0,1.7777777778,13.0,2.1818181818
87.0,4.0,12.0,2.9090909091
87.0,2.5,9.0,1.3636363636
87.0,3.6111111111,12.0,1.7272727273
87.0,1.5555555556,14.0,1.5454545455
87.0,3.7777777778,11.0,3.0
87.0,1.6666666667,13.0,1.1818181818
87.0,3.4444444444,10.0,3.8333333333
87.0,1.5555555556,10.0,2.8181818182
87.0,3.6666666667,9.0,2.5454545455
87.0,2.3888888889,16.0,1.8181818182
87.0,2.4444444444,9.0,3.0
87.0,3.7777777778,14.0,2.7272727273
87.0,3.0555555556,10.0,2.4545454545
87.0,2.9411764706,9.0,2.9090909091
87.0,3.1111111111,9.0,2.8181818182
87.0,2.9444444444,9.0,1.9090909091
87.0,3.3888888889,6.0,3.1818181818
87.0,0.7777777778,12.0,2.0
87.0,2.7777777778,12.0,2.2727272727
87.0,3.5294117647,12.0,2.6363636364
87.0,3.0,8.0,2.1818181818
87.0,2.7777777778,8.0,2.6666666667
87.0,2.1666666667,9.0,1.9090909091
87.0,3.2777777778,12.0,1.9090909091
87.0,4.1666666667,13.0,2.1666666667
87.0,3.0,12.0,3.6363636364
87.0,2.9444444444,11.0,2.1666666667
87.0,3.3333333333,9.0,2.2727272727
87.0,2.6666666667,9.0,3.0909090909
87.0,2.6666666667,9.0,2.2727272727
87.0,3.1111111111,9.0,2.5454545455
87.0,2.8888888889,12.0,2.0909090909
87.0,3.7777777778,7.0,4.0
87.0,1.3333333333,10.0,2.8181818182
87.0,3.9444444444,11.0,2.6666666667
87.0,1.9444444444,12.0,2.2727272727
87.0,3.7777777778,10.0,1.5454545455
87.0,2.8333333333,7.0,4.0
87.0,2.9444444444,11.0,2.6363636364
87.0,1.8333333333,10.0,1.8181818182
87.0,4.8333333333,5.0,4.0
87.0,2.6666666667,6.0,2.8
87.0,2.2777777778,9.0,2.7272727273
87.0,4.1666666667,12.0,3.7272727273
87.0,2.7777777778,10.0,1.7272727273
87.0,1.8333333333,10.0,1.1666666667
87.0,3.0,9.0,2.0
87.0,2.0,10.0,2.0
87.0,3.8333333333,10.0,3.0
87.0,3.1111111111,9.0,3.4
87.0,2.8888888889,11.0,3.1818181818
87.0,1.9444444444,5.0,2.4545454545
87.0,2.8888888889,10.0,2.4545454545
87.0,3.3888888889,12.0,3.3636363636
87.0,1.9444444444,11.0,2.5
87.0,3.7777777778,11.0,3.0909090909
87.0,3.1111111111,12.0,3.0909090909
87.0,2.3333333333,12.0,2.3636363636
87.0,3.8888888889,11.0,3.7
87.0,3.5555555556,12.0,2.8181818182
87.0,3.5555555556,7.0,2.3
87.0,3.6666666667,8.0,3.8333333333
87.0,4.1111111111,8.0,1.9090909091
87.0,4.3333333333,14.0,4.6363636364
87.0,1.9230769231,10.0,1.3636363636
87.0,2.0555555556,8.0,2.6363636364
87.0,2.2222222222,10.0,3.4545454545
87.0,3.5555555556,10.0,2.0
87.0,2.1111111111,11.0,1.3636363636
87.0,4.1666666667,12.0,2.1818181818
87.0,3.2777777778,11.0,3.1818181818
87.0,2.1111111111,15.0,1.2727272727
87.0,3.8888888889,10.0,1.6666666667
87.0,3.5555555556,11.0,2.2727272727
87.0,2.6111111111,16.0,2.1818181818
87.0,3.8888888889,9.0,3.8181818182
87.0,3.4444444444,12.0,3.8333333333
87.0,3.6111111111,9.0,3.3636363636
87.0,1.6111111111,12.0,3.0
87.0,1.8888888889,14.0,2.0
87.0,3.1111111111,14.0,2.7272727273
87.0,2.3333333333,10.0,3.3333333333
87.0,3.0,9.0,3.0909090909
87.0,3.5555555556,11.0,2.5454545455
87.0,2.5,12.0,2.8181818182
87.0,1.5555555556,10.0,1.8181818182
87.0,3.8333333333,11.0,2.8333333333
87.0,3.8888888889,16.0,3.1666666667
87.0,1.3333333333,11.0,2.5
87.0,2.0,10.0,3.3636363636
87.0,3.0,6.0,3.1666666667
87.0,3.6111111111,10.0,2.3636363636
87.0,3.2777777778,10.0,2.8181818182
87.0,2.3333333333,11.0,2.1818181818
